
 CASO : 325 -> ['X2', 'X2', 'X1', 'X1', 'X1', 'X2']


 CASO : 326 -> ['X2', 'X2', 'X1', 'X1', 'X1', 'X4']


 CASO : 327 -> ['X2', 'X2', 'X1', 'X1', 'X2', 'X1']


 CASO : 328 -> ['X2', 'X2', 'X1', 'X1', 'X2', 'X2']


 CASO : 329 -> ['X2', 'X2', 'X1', 'X1', 'X2', 'X4']


 CASO : 330 -> ['X2', 'X2', 'X1', 'X1', 'X4', 'X1']


 CASO : 331 -> ['X2', 'X2', 'X1', 'X1', 'X4', 'X2']


 CASO : 332 -> ['X2', 'X2', 'X1', 'X1', 'X4', 'X4']


 CASO : 333 -> ['X2', 'X2', 'X1', 'X2', 'X1', 'X1']


 CASO : 334 -> ['X2', 'X2', 'X1', 'X2', 'X1', 'X2']


 CASO : 335 -> ['X2', 'X2', 'X1', 'X2', 'X1', 'X4']


 CASO : 336 -> ['X2', 'X2', 'X1', 'X2', 'X2', 'X1']


 CASO : 337 -> ['X2', 'X2', 'X1', 'X2', 'X2', 'X2']


 CASO : 338 -> ['X2', 'X2', 'X1', 'X2', 'X2', 'X4']


 CASO : 339 -> ['X2', 'X2', 'X1', 'X2', 'X4', 'X1']


